id,project_a,project_b,weight_a,weight_b,size_a,size_b,forks_count_a,forks_count_b,stars_count_a,stars_count_b,open_issues_count_a,open_issues_count_b,subscribers_count_a,subscribers_count_b,watchers_count_a,watchers_count_b,age_days_a,age_days_b,days_since_update_a,days_since_update_b,releases_count_a,releases_count_b,pull_requests_count_a,pull_requests_count_b,contributors_count_a,contributors_count_b,deployments_count_a,deployments_count_b,grade_active_a,grade_active_b,grade_code_a,grade_code_b,grade_compl_a,grade_compl_b,grade_Eth_a,grade_Eth_b,grade_fund_a,grade_fund_b,grade_market_a,grade_market_b,grade_perspect_a,grade_perspect_b,languages_score_a,languages_score_b
2508,https://github.com/webdriverio/webdriverio,https://github.com/biomejs/biome,0.52102972861,0.47897027139,354253,211503,2534,524,9165,16829,211,229,215,52,9165,16829,4908,559,0,0,30,30,30,30,30,30,1,30,70,10,75,66,75,30,25,40,10,1,1,1,70,65,69,53
2509,https://github.com/webdriverio/webdriverio,https://github.com/fastify/fastify,0.90250718437,0.09749281563,354253,8811,2534,2345,9165,32941,211,88,215,300,9165,32941,4908,3052,0,0,30,30,30,30,30,30,1,0,70,75,75,75,75,70,25,60,10,1,1,1,70,85,69,50
2510,https://github.com/webdriverio/webdriverio,https://github.com/servo/rust-smallvec,0.6579101317,0.3420898683,354253,670,2534,147,9165,1396,211,34,215,27,9165,1396,4908,3594,0,1,30,30,30,30,30,30,1,0,70,10,75,70,75,30,25,20,10,1,1,1,70,30,69,70
2512,https://github.com/axios/axios,https://github.com/ajv-validator/ajv,0.39349915818,0.60650084182,17726,37489,11006,887,106257,14030,671,285,1186,112,106257,14030,3824,3550,0,0,30,30,30,30,30,30,0,30,77,10,75,70,30,55,65,75,1,1,50,1,85,75,56,50
2513,https://github.com/axios/axios,https://github.com/alexeyraspopov/picocolors,0.999405116,0.000594884,17726,81,11006,45,106257,1459,671,11,1186,11,106257,1459,3824,1228,0,0,30,7,30,30,30,12,0,0,77,10,75,30,30,10,65,50,1,1,50,1,85,25,56,49
2515,https://github.com/numpy/numpy,https://github.com/gulpjs/gulp,0.69091792452,0.30908207548,153669,1118,10412,4217,28733,33061,2180,34,598,1025,28733,33061,5259,4235,0,0,30,23,30,30,30,30,30,0,77,75,77,75,75,40,15,30,85,1,1,1,75,70,80,81
2519,https://github.com/numpy/numpy,https://github.com/go-task/slim-sprig,0.94502864759,0.05497135241,153669,543,10412,15,28733,64,2180,9,598,4,28733,64,5259,2055,0,10,30,0,30,8,30,30,30,11,77,10,77,55,75,15,15,50,85,1,1,1,75,35,80,75
2520,https://github.com/numpy/numpy,https://github.com/electron/electron,0.80026232112,0.19973767888,153669,162499,10412,15789,28733,115362,2180,969,598,2826,28733,115362,5259,4318,0,0,30,30,30,30,30,30,30,30,77,70,77,75,75,70,15,25,85,1,1,7,75,85,80,50
2521,https://github.com/numpy/numpy,https://github.com/cssnano/cssnano,0.98553410071,0.01446589929,153669,33702,10412,319,28733,4828,2180,97,598,50,28733,4828,5259,3585,0,1,30,30,30,30,30,30,30,30,77,30,77,75,75,30,15,15,85,1,1,1,75,60,80,54
2522,https://github.com/numpy/numpy,https://github.com/debug-js/debug,0.9026719159,0.0973280841,153669,417,10412,944,28733,11206,2180,80,598,139,28733,11206,5259,4818,0,4,30,30,30,30,30,30,30,0,77,30,77,80,75,15,15,30,85,1,1,1,75,65,80,80
2523,https://github.com/numpy/numpy,https://github.com/motdotla/dotenv,0.99249504782,0.00750495218,153669,2391,10412,867,28733,19448,2180,6,598,109,28733,19448,5259,4233,0,0,30,0,30,30,30,30,30,0,77,10,77,75,75,15,15,10,85,1,1,1,75,65,80,54
2524,https://github.com/numpy/numpy,https://github.com/mochajs/mocha,0.59364309268,0.40635690732,153669,26733,10412,3014,28733,22698,2180,198,598,397,28733,22698,5259,5084,0,0,30,30,30,30,30,30,30,30,77,65,77,77,75,45,15,15,85,1,1,1,75,75,80,54
2525,https://github.com/numpy/numpy,https://github.com/jedisct1/go-minisign,0.85233777433,0.14766222567,153669,83,10412,12,28733,113,2180,1,598,5,28733,113,5259,2580,0,45,30,0,30,9,30,3,30,0,77,10,77,75,75,15,15,50,85,1,1,1,75,65,80,51
2526,https://github.com/numpy/numpy,https://github.com/ajv-validator/ajv,0.68824943615,0.31175056385,153669,37489,10412,887,28733,14030,2180,285,598,112,28733,14030,5259,3550,0,0,30,30,30,30,30,30,30,30,77,10,77,70,75,55,15,75,85,1,1,1,75,75,80,50
2528,https://github.com/numpy/numpy,https://github.com/browserslist/browserslist,0.82744606907,0.17255393093,153669,4371,10412,720,28733,13140,2180,42,598,140,28733,13140,5259,3707,0,0,30,9,30,30,30,30,30,4,77,65,77,75,75,25,15,65,85,1,1,1,75,70,80,75
2529,https://github.com/numpy/numpy,https://github.com/immerjs/immer,0.94924798618,0.05075201382,153669,5838,10412,852,28733,28030,2180,53,598,155,28733,28030,5259,2595,0,0,30,30,30,30,30,30,30,30,77,75,77,85,75,45,15,20,85,1,1,10,75,75,80,80
2531,https://github.com/numpy/numpy,https://github.com/facebook/react,0.83276651962,0.16723348038,153669,715683,10412,47498,28733,232033,2180,962,598,6636,28733,232033,5259,4275,0,0,30,30,30,30,30,30,30,30,77,85,77,85,75,85,15,25,85,100,1,85,75,85,80,75
2532,https://github.com/numpy/numpy,https://github.com/floating-ui/floating-ui,0.75778913172,0.24221086828,153669,39906,10412,1628,28733,30606,2180,40,598,257,28733,30606,5259,3235,0,0,30,30,30,30,30,30,30,30,77,30,77,75,75,45,15,60,85,1,1,1,75,70,80,50
2533,https://github.com/numpy/numpy,https://github.com/eslint/eslint,0.26114836645,0.73885163355,153669,43662,10412,4638,28733,25523,2180,96,598,316,28733,25523,5259,4239,0,0,30,30,30,30,30,30,30,0,77,77,77,75,75,70,15,45,85,1,1,1,75,85,80,49
2534,https://github.com/numpy/numpy,https://github.com/heim-rs/darwin-libproc,0.99716223012,0.00283776988,153669,54,10412,22,28733,8,2180,6,598,2,28733,8,5259,2003,0,28,30,0,30,7,30,1,30,0,77,10,77,65,75,25,15,30,85,1,1,1,75,35,80,51
2537,https://github.com/numpy/numpy,https://github.com/lukeed/polka,0.9562710049,0.0437289951,153669,768,10412,173,28733,5443,2180,27,598,69,28733,5443,5259,2603,0,7,30,21,30,30,30,13,30,0,77,10,77,75,75,25,15,65,85,1,1,20,75,65,80,50
2538,https://github.com/numpy/numpy,https://github.com/chzyer/readline,0.99886122082,0.00113877918,153669,3576,10412,281,28733,2109,2180,108,598,41,28733,2109,5259,3426,0,15,30,6,30,30,30,30,30,0,77,30,77,68,75,40,15,45,85,1,1,1,75,65,80,50
2540,https://github.com/numpy/numpy,https://github.com/getsentry/sentry-javascript,0.35929775386,0.64070224615,153669,146329,10412,1622,28733,8087,2180,433,598,126,28733,8087,5259,4753,0,0,30,30,30,30,30,30,30,30,77,30,77,85,75,45,15,30,85,1,1,1,75,70,80,53
2543,https://github.com/numpy/numpy,https://github.com/epoberezkin/fast-deep-equal,0.74593910483,0.25406089517,153669,102,10412,106,28733,1934,2180,34,598,14,28733,1934,5259,2792,0,1,30,14,30,30,30,12,30,0,77,10,77,65,75,20,15,30,85,1,1,1,75,50,80,73
2544,https://github.com/numpy/numpy,https://github.com/import-js/eslint-plugin-import,0.92794580076,0.07205419924,153669,4281,10412,1576,28733,5630,2180,577,598,37,28733,5630,5259,3616,0,0,30,30,30,30,30,30,30,0,77,10,77,75,75,25,15,70,85,1,1,1,75,65,80,44
2545,https://github.com/numpy/numpy,https://github.com/inikulin/parse5,0.99720960798,0.00279039202,153669,10985,10412,237,28733,3721,2180,29,598,43,28733,3721,5259,4342,0,0,30,30,30,30,30,30,30,30,77,30,77,75,75,25,15,30,85,1,1,1,75,45,80,49
2547,https://github.com/numpy/numpy,https://github.com/gregberge/svgr,0.9947890188,0.0052109812,153669,15924,10412,426,28733,10668,2180,122,598,35,28733,10668,5259,2714,0,0,30,30,30,30,30,30,30,30,77,10,77,75,75,35,15,30,85,1,1,1,75,75,80,76
2548,https://github.com/numpy/numpy,https://github.com/ethers-io/ethers.js,0.98730652497,0.01269347503,153669,157522,10412,1926,28733,8094,2180,570,598,103,28733,8094,5259,3127,0,0,30,30,30,30,30,1,30,30,77,75,77,75,75,60,15,85,85,75,1,75,75,75,80,59
2550,https://github.com/numpy/numpy,https://github.com/nodeca/js-yaml,0.9455625439,0.0544374561,153669,3777,10412,776,28733,6354,2180,66,598,75,28733,6354,5259,4875,0,0,30,0,30,30,30,30,30,12,77,40,77,70,75,30,15,30,85,1,1,5,75,70,80,53
2551,https://github.com/numpy/numpy,https://github.com/mattn/go-isatty,0.92979441037,0.07020558963,153669,63,10412,108,28733,849,2180,14,598,12,28733,849,5259,3964,0,9,30,0,30,30,30,26,30,0,77,10,77,70,75,5,15,5,85,1,1,1,75,30,80,50
2552,https://github.com/numpy/numpy,https://github.com/formatjs/formatjs,0.9936255224,0.0063744776,153669,62445,10412,1364,28733,14378,2180,24,598,131,28733,14378,5259,3940,0,0,30,30,30,30,30,30,30,27,77,30,77,75,75,40,15,10,85,1,1,1,75,70,80,79
2553,https://github.com/numpy/numpy,https://github.com/mmcloughlin/addchain,0.8690619599,0.1309380401,153669,441,10412,14,28733,188,2180,30,598,7,28733,188,5259,1833,0,38,30,4,30,30,30,2,30,0,77,10,77,45,75,15,15,35,85,1,1,1,75,60,80,43
2554,https://github.com/numpy/numpy,https://github.com/kaelzhang/node-ignore,0.99956965145,0.00043034855,153669,386,10412,46,28733,458,2180,4,598,10,28733,458,5259,4176,0,6,30,14,30,30,30,18,30,0,77,10,77,70,75,10,15,20,85,1,1,1,75,30,80,55
2555,https://github.com/numpy/numpy,https://github.com/google/flatbuffers,0.7835810128,0.2164189872,153669,20072,10412,3292,28733,23728,2180,144,598,643,28733,23728,5259,3915,0,0,30,30,30,30,30,30,30,30,77,10,77,80,75,55,15,65,85,1,1,45,75,75,80,54
2556,https://github.com/numpy/numpy,https://github.com/brooooooklyn/snappy,0.5448369565,0.4551630435,153669,13046,10412,10,28733,168,2180,12,598,4,28733,168,5259,1337,0,15,30,15,30,30,30,5,30,0,77,10,77,20,75,12,15,30,85,1,1,1,75,30,80,53
2557,https://github.com/numpy/numpy,https://github.com/biomejs/biome,0.64394595492,0.35605404508,153669,211503,10412,524,28733,16829,2180,229,598,52,28733,16829,5259,559,0,0,30,30,30,30,30,30,30,30,77,10,77,66,75,30,15,40,85,1,1,1,75,65,80,53
2558,https://github.com/numpy/numpy,https://github.com/fastify/fastify,0.869457129,0.130542871,153669,8811,10412,2345,28733,32941,2180,88,598,300,28733,32941,5259,3052,0,0,30,30,30,30,30,30,30,0,77,75,77,75,75,70,15,60,85,1,1,1,75,85,80,50
2559,https://github.com/numpy/numpy,https://github.com/alexeyraspopov/picocolors,0.9980415198,0.0019584802,153669,81,10412,45,28733,1459,2180,11,598,11,28733,1459,5259,1228,0,0,30,7,30,30,30,12,30,0,77,10,77,30,75,10,15,50,85,1,1,1,75,25,80,49
2560,https://github.com/vweevers/module-error,https://github.com/babel/babel,0.00196666714,0.99803333285,23,122509,1,5663,6,43393,3,790,1,804,6,43393,1203,3783,155,0,3,30,11,30,2,30,0,30,10,77,30,75,10,75,25,30,1,50,1,1,30,85,75,73
2561,https://github.com/vweevers/module-error,https://github.com/gulpjs/gulp,0.05463609172,0.94536390828,23,1118,1,4217,6,33061,3,34,1,1025,6,33061,1203,4235,155,0,3,23,11,30,2,30,0,0,10,75,30,75,10,40,25,30,1,1,1,1,30,70,75,81
2563,https://github.com/vweevers/module-error,https://github.com/dcodeio/long.js,0.01786296369,0.98213703631,23,541,1,206,6,893,3,27,1,23,6,893,1203,4351,155,13,3,11,11,30,2,17,0,0,10,10,30,45,10,1,25,30,1,1,1,1,30,30,75,50
2564,https://github.com/vweevers/module-error,https://github.com/numpy/numpy,0.1204925242,0.8795074758,23,153669,1,10412,6,28733,3,2180,1,598,6,28733,1203,5259,155,0,3,30,11,30,2,30,0,30,10,77,30,77,10,75,25,15,1,85,1,1,30,75,75,80
2566,https://github.com/vweevers/module-error,https://github.com/pion/webrtc,0.4391025641,0.5608974359,23,5361,1,1684,6,14230,3,92,1,260,6,14230,1203,2455,155,0,3,30,11,30,2,30,0,0,10,75,30,75,10,70,25,45,1,1,1,1,30,75,75,45
2567,https://github.com/vweevers/module-error,https://github.com/axios/axios,0.8328267477,0.1671732523,23,17726,1,11006,6,106257,3,671,1,1186,6,106257,1203,3824,155,0,3,30,11,30,2,30,0,0,10,77,30,75,10,30,25,65,1,1,1,50,30,85,75,56
2568,https://github.com/vweevers/module-error,https://github.com/vuejs/vue,0.00755278681,0.99244721319,23,32152,1,33722,6,208312,3,602,1,5853,6,208312,1203,4210,155,0,3,30,11,30,2,30,0,0,10,77,30,75,10,70,25,20,1,1,1,77,30,75,75,80
2569,https://github.com/vweevers/module-error,https://github.com/go-task/slim-sprig,0.776203966,0.223796034,23,543,1,15,6,64,3,9,1,4,6,64,1203,2055,155,10,3,0,11,8,2,30,0,11,10,10,30,55,10,15,25,50,1,1,1,1,30,35,75,75
2570,https://github.com/vweevers/module-error,https://github.com/electron/electron,0.3549222798,0.6450777202,23,162499,1,15789,6,115362,3,969,1,2826,6,115362,1203,4318,155,0,3,30,11,30,2,30,0,30,10,70,30,75,10,70,25,25,1,1,1,7,30,85,75,50
2572,https://github.com/vweevers/module-error,https://github.com/debug-js/debug,0.4328593997,0.5671406003,23,417,1,944,6,11206,3,80,1,139,6,11206,1203,4818,155,4,3,30,11,30,2,30,0,0,10,30,30,80,10,15,25,30,1,1,1,1,30,65,75,80
2573,https://github.com/vweevers/module-error,https://github.com/motdotla/dotenv,0.9013157895,0.0986842105,23,2391,1,867,6,19448,3,6,1,109,6,19448,1203,4233,155,0,3,0,11,30,2,30,0,0,10,10,30,75,10,15,25,10,1,1,1,1,30,65,75,54
2574,https://github.com/vweevers/module-error,https://github.com/rollup/rollup,0.3567708333,0.6432291667,23,31658,1,1551,6,25565,3,581,1,255,6,25565,1203,3555,155,0,3,30,11,30,2,30,0,30,10,75,30,76,10,65,25,25,1,77,1,45,30,75,75,75
2575,https://github.com/vweevers/module-error,https://github.com/mochajs/mocha,0.06118803037,0.93881196963,23,26733,1,3014,6,22698,3,198,1,397,6,22698,1203,5084,155,0,3,30,11,30,2,30,0,30,10,65,30,77,10,45,25,15,1,1,1,1,30,75,75,54
2576,https://github.com/vweevers/module-error,https://github.com/jedisct1/go-minisign,0.4574290484,0.5425709516,23,83,1,12,6,113,3,1,1,5,6,113,1203,2580,155,45,3,0,11,9,2,3,0,0,10,10,30,75,10,15,25,50,1,1,1,1,30,65,75,51
2577,https://github.com/vweevers/module-error,https://github.com/prettier/prettier,0.02052588209,0.97947411791,23,145254,1,4457,6,49899,3,1441,1,419,6,49899,1203,2990,155,0,3,30,11,30,2,30,0,30,10,80,30,85,10,65,25,40,1,1,1,1,30,80,75,69
2578,https://github.com/vweevers/module-error,https://github.com/pnpm/cmd-shim,0.1550650821,0.8449349179,23,805,1,11,6,14,3,7,1,5,6,14,1203,3111,155,597,3,0,11,30,2,13,0,0,10,10,30,65,10,15,25,10,1,1,1,1,30,35,75,50
2580,https://github.com/vweevers/module-error,https://github.com/node-fetch/node-fetch,0.9013157895,0.0986842105,23,1268,1,1037,6,8824,3,211,1,89,6,8824,1203,3664,155,0,3,30,11,30,2,30,0,0,10,20,30,65,10,30,25,25,1,1,1,3,30,70,75,50
2581,https://github.com/vweevers/module-error,https://github.com/browserslist/browserslist,0.4294670846,0.5705329154,23,4371,1,720,6,13140,3,42,1,140,6,13140,1203,3707,155,0,3,9,11,30,2,30,0,4,10,65,30,75,10,25,25,65,1,1,1,1,30,70,75,75
2582,https://github.com/vweevers/module-error,https://github.com/immerjs/immer,0.7718309859,0.2281690141,23,5838,1,852,6,28030,3,53,1,155,6,28030,1203,2595,155,0,3,30,11,30,2,30,0,30,10,75,30,85,10,45,25,20,1,1,1,10,30,75,75,80
2583,https://github.com/vweevers/module-error,https://github.com/tokio-rs/tokio,0.01457989677,0.98542010323,23,14215,1,2549,6,27833,3,329,1,314,6,27833,1203,3071,155,0,3,30,11,30,2,30,0,30,10,75,30,75,10,65,25,75,1,65,1,70,30,75,75,72
2584,https://github.com/vweevers/module-error,https://github.com/redux-saga/redux-saga,0.07935128873,0.92064871127,23,9473,1,1967,6,22535,3,40,1,249,6,22535,1203,3356,155,0,3,30,11,30,2,30,0,30,10,70,30,75,10,35,25,30,1,15,1,70,30,75,75,53
2589,https://github.com/vweevers/module-error,https://github.com/eslint/eslint,0.00588993981,0.99411006019,23,43662,1,4638,6,25523,3,96,1,316,6,25523,1203,4239,155,0,3,30,11,30,2,30,0,0,10,77,30,75,10,70,25,45,1,1,1,1,30,85,75,49
2590,https://github.com/vweevers/module-error,https://github.com/heim-rs/darwin-libproc,0.9480968858,0.0519031142,23,54,1,22,6,8,3,6,1,2,6,8,1203,2003,155,28,3,0,11,7,2,1,0,0,10,10,30,65,10,25,25,30,1,1,1,1,30,35,75,51
2591,https://github.com/vweevers/module-error,https://github.com/postcss/postcss,0.3131428571,0.6868571429,23,10792,1,1570,6,28628,3,24,1,505,6,28628,1203,4152,155,0,3,30,11,30,2,30,0,20,10,70,30,65,10,25,25,25,1,1,1,1,30,70,75,48
2593,https://github.com/vweevers/module-error,https://github.com/clap-rs/clap,0.4363057325,0.5636942675,23,19961,1,1074,6,14689,3,344,1,68,6,14689,1203,3633,155,0,3,30,11,30,2,30,0,30,10,10,30,75,10,35,25,60,1,1,1,1,30,75,75,50
2594,https://github.com/vweevers/module-error,https://github.com/sindresorhus/type-fest,0.05440826052,0.94559173948,23,1957,1,574,6,14816,3,162,1,52,6,14816,1203,2157,155,0,3,30,11,30,2,30,0,0,10,45,30,70,10,30,25,20,1,1,1,1,30,70,75,50
2595,https://github.com/vweevers/module-error,https://github.com/sheetjs/js-crc32,0.8430769231,0.1569230769,23,22367,1,37,6,345,3,2,1,10,6,345,1203,3887,155,26,3,0,11,6,2,6,0,13,10,10,30,55,10,5,25,25,1,1,1,1,30,20,75,51
2596,https://github.com/vweevers/module-error,https://github.com/swc-project/swc,0.3416458853,0.6583541147,23,365630,1,1255,6,31607,3,427,1,152,6,31607,1203,2603,155,0,3,30,11,30,2,30,0,24,10,10,30,78,10,45,25,60,1,1,1,1,30,70,75,75
2599,https://github.com/vweevers/module-error,https://github.com/rich-harris/magic-string,0.8589341693,0.1410658307,23,1260,1,115,6,2449,3,30,1,15,6,2449,1203,3747,155,0,3,0,11,30,2,30,0,0,10,10,30,77,10,20,25,40,1,1,1,1,30,30,75,48
2600,https://github.com/vweevers/module-error,https://github.com/marak/colors.js,0.09530434783,0.90469565217,23,380,1,449,6,5178,3,90,1,53,6,5178,1203,5354,155,0,3,0,11,30,2,30,0,0,10,10,30,1,10,5,25,20,1,1,1,1,30,10,75,75
2603,https://github.com/colorjs/color-name,https://github.com/ajv-validator/ajv,0.05023022185,0.94976977815,20,37489,30,887,119,14030,0,285,3,112,119,14030,3727,3550,17,0,2,30,15,30,7,30,0,30,10,10,20,70,10,55,30,75,1,1,1,1,30,75,66,50
2604,https://github.com/colorjs/color-name,https://github.com/browserslist/browserslist,0.2479338843,0.7520661157,20,4371,30,720,119,13140,0,42,3,140,119,13140,3727,3707,17,0,2,9,15,30,7,30,0,4,10,65,20,75,10,25,30,65,1,1,1,1,30,70,66,75
2605,https://github.com/colorjs/color-name,https://github.com/clap-rs/clap,0.253164557,0.746835443,20,19961,30,1074,119,14689,0,344,3,68,119,14689,3727,3633,17,0,2,30,15,30,7,30,0,30,10,10,20,75,10,35,30,60,1,1,1,1,30,75,66,50
2606,https://github.com/colorjs/color-name,https://github.com/chzyer/readline,0.9677419355,0.0322580645,20,3576,30,281,119,2109,0,108,3,41,119,2109,3727,3426,17,15,2,6,15,30,7,30,0,0,10,30,20,68,10,40,30,45,1,1,1,1,30,65,66,50
2607,https://github.com/brooooooklyn/snappy,https://github.com/babel/babel,0.01683033605,0.98316966396,13046,122509,10,5663,168,43393,12,790,4,804,168,43393,1337,3783,15,0,15,30,30,30,5,30,0,30,10,77,20,75,12,75,30,30,1,50,1,1,30,85,53,73
2608,https://github.com/brooooooklyn/snappy,https://github.com/axios/axios,0.18401623709,0.81598376291,13046,17726,10,11006,168,106257,12,671,4,1186,168,106257,1337,3824,15,0,15,30,30,30,5,30,0,0,10,77,20,75,12,30,30,65,1,1,1,50,30,85,53,56
2609,https://github.com/brooooooklyn/snappy,https://github.com/ajv-validator/ajv,0.07678646152,0.92321353848,13046,37489,10,887,168,14030,12,285,4,112,168,14030,1337,3550,15,0,15,30,30,30,5,30,0,30,10,10,20,70,12,55,30,75,1,1,1,1,30,75,53,50
2612,https://github.com/import-js/eslint-plugin-import,https://github.com/electron/electron,0.2376936429,0.7623063571,4281,162499,1576,15789,5630,115362,577,969,37,2826,5630,115362,3616,4318,0,0,30,30,30,30,30,30,0,30,10,70,75,75,25,70,70,25,1,1,1,7,65,85,44,50
2613,https://github.com/import-js/eslint-plugin-import,https://github.com/emotion-js/emotion,0.09646559258,0.90353440742,4281,24917,1576,1117,5630,17626,577,345,37,96,5630,17626,3616,2812,0,0,30,30,30,30,30,30,0,30,10,30,75,75,25,15,70,60,1,1,1,1,65,70,44,34
2614,https://github.com/import-js/eslint-plugin-import,https://github.com/gulpjs/gulp,0.12356692312,0.87643307688,4281,1118,1576,4217,5630,33061,577,34,37,1025,5630,33061,3616,4235,0,0,30,23,30,30,30,30,0,0,10,75,75,75,25,40,70,30,1,1,1,1,65,70,44,81
2616,https://github.com/import-js/eslint-plugin-import,https://github.com/floating-ui/floating-ui,0.158183686,0.841816314,4281,39906,1576,1628,5630,30606,577,40,37,257,5630,30606,3616,3235,0,0,30,30,30,30,30,30,0,30,10,30,75,75,25,45,70,60,1,1,1,1,65,70,44,50
2617,https://github.com/import-js/eslint-plugin-import,https://github.com/dcodeio/long.js,0.02046515464,0.97953484536,4281,541,1576,206,5630,893,577,27,37,23,5630,893,3616,4351,0,13,30,11,30,30,30,17,0,0,10,10,75,45,25,1,70,30,1,1,1,1,65,30,44,50
2618,https://github.com/import-js/eslint-plugin-import,https://github.com/immerjs/immer,0.73099181939,0.26900818061,4281,5838,1576,852,5630,28030,577,53,37,155,5630,28030,3616,2595,0,0,30,30,30,30,30,30,0,30,10,75,75,85,25,45,70,20,1,1,1,10,65,75,44,80
2619,https://github.com/import-js/eslint-plugin-import,https://github.com/go-task/slim-sprig,0.67811696178,0.32188303822,4281,543,1576,15,5630,64,577,9,37,4,5630,64,3616,2055,0,10,30,0,30,8,30,30,0,11,10,10,75,55,25,15,70,50,1,1,1,1,65,35,44,75
2620,https://github.com/import-js/eslint-plugin-import,https://github.com/facebook/react,0.81681096342,0.18318903658,4281,715683,1576,47498,5630,232033,577,962,37,6636,5630,232033,3616,4275,0,0,30,30,30,30,30,30,0,30,10,85,75,85,25,85,70,25,1,100,1,85,65,85,44,75
2625,https://github.com/import-js/eslint-plugin-import,https://github.com/eslint/eslint,0.01038306443,0.98961693557,4281,43662,1576,4638,5630,25523,577,96,37,316,5630,25523,3616,4239,0,0,30,30,30,30,30,30,0,0,10,77,75,75,25,70,70,45,1,1,1,1,65,85,44,49
2626,https://github.com/import-js/eslint-plugin-import,https://github.com/clap-rs/clap,0.42786752894,0.57213247106,4281,19961,1576,1074,5630,14689,577,344,37,68,5630,14689,3616,3633,0,0,30,30,30,30,30,30,0,30,10,10,75,75,25,35,70,60,1,1,1,1,65,75,44,50
2628,https://github.com/import-js/eslint-plugin-import,https://github.com/gregberge/svgr,0.52729832295,0.47270167705,4281,15924,1576,426,5630,10668,577,122,37,35,5630,10668,3616,2714,0,0,30,30,30,30,30,30,0,30,10,10,75,75,25,35,70,30,1,1,1,1,65,75,44,76
2629,https://github.com/import-js/eslint-plugin-import,https://github.com/debug-js/debug,0.41600812323,0.58399187677,4281,417,1576,944,5630,11206,577,80,37,139,5630,11206,3616,4818,0,4,30,30,30,30,30,30,0,0,10,30,75,80,25,15,70,30,1,1,1,1,65,65,44,80
2630,https://github.com/import-js/eslint-plugin-import,https://github.com/coinbase/coinbase-wallet-sdk,0.0022172949,0.9977827051,4281,26760,1576,615,5630,1541,577,6,37,171,5630,1541,3616,2108,0,0,30,30,30,30,30,30,0,30,10,30,75,65,25,45,70,70,1,1,1,10,65,75,44,72
2631,https://github.com/import-js/eslint-plugin-import,https://github.com/getsentry/sentry-javascript,0.00922679838,0.99077320162,4281,146329,1576,1622,5630,8087,577,433,37,126,5630,8087,3616,4753,0,0,30,30,30,30,30,30,0,30,10,30,75,85,25,45,70,30,1,1,1,1,65,70,44,53
2632,https://github.com/import-js/eslint-plugin-import,https://github.com/humanwhocodes/object-schema,0.25391539215,0.74608460785,4281,111,1576,7,5630,32,577,1,37,2,5630,32,3616,2194,0,240,30,6,30,19,30,3,0,0,10,10,75,65,25,20,70,25,1,1,1,1,65,65,44,72
2633,https://github.com/import-js/eslint-plugin-import,https://github.com/chzyer/readline,0.97796012148,0.02203987852,4281,3576,1576,281,5630,2109,577,108,37,41,5630,2109,3616,3426,0,15,30,6,30,30,30,30,0,0,10,30,75,68,25,40,70,45,1,1,1,1,65,65,44,50
2636,https://github.com/import-js/eslint-plugin-import,https://github.com/ethers-io/ethers.js,0.66753246753,0.33246753247,4281,157522,1576,1926,5630,8094,577,570,37,103,5630,8094,3616,3127,0,0,30,30,30,30,30,1,0,30,10,75,75,75,25,60,70,85,1,75,1,75,65,75,44,59
2639,https://github.com/import-js/eslint-plugin-import,https://github.com/biomejs/biome,0.24637159206,0.75362840794,4281,211503,1576,524,5630,16829,577,229,37,52,5630,16829,3616,559,0,0,30,30,30,30,30,30,0,30,10,10,75,66,25,30,70,40,1,1,1,1,65,65,44,53
2640,https://github.com/import-js/eslint-plugin-import,https://github.com/fastify/fastify,0.56005464148,0.43994535852,4281,8811,1576,2345,5630,32941,577,88,37,300,5630,32941,3616,3052,0,0,30,30,30,30,30,30,0,0,10,75,75,75,25,70,70,60,1,1,1,1,65,85,44,50
2641,https://github.com/import-js/eslint-plugin-import,https://github.com/alexeyraspopov/picocolors,0.989010989,0.010989011,4281,81,1576,45,5630,1459,577,11,37,11,5630,1459,3616,1228,0,0,30,7,30,30,30,12,0,0,10,10,75,30,25,10,70,50,1,1,1,1,65,25,44,49
2642,https://github.com/vercel/swr,https://github.com/babel/babel,0.02293164505,0.97706835495,3446,122509,1246,5663,30973,43393,155,790,213,804,30973,43393,1927,3783,0,0,30,30,30,30,30,30,29,30,77,77,77,75,25,75,30,30,1,50,5,1,75,85,53,73
2643,https://github.com/vercel/swr,https://github.com/mochajs/mocha,0.147876463,0.852123537,3446,26733,1246,3014,30973,22698,155,198,213,397,30973,22698,1927,5084,0,0,30,30,30,30,30,30,29,30,77,65,77,77,25,45,30,15,1,1,5,1,75,75,53,54
2644,https://github.com/vercel/swr,https://github.com/mikemcl/bignumber.js,0.8125909433,0.1874090567,3446,4784,1246,742,30973,6760,155,24,213,83,30973,6760,1927,4472,0,0,30,2,30,30,30,29,29,19,77,30,77,75,25,20,30,65,1,1,5,45,75,70,53,53
2645,https://github.com/vercel/swr,https://github.com/electron/electron,0.38742287309,0.61257712691,3446,162499,1246,15789,30973,115362,155,969,213,2826,30973,115362,1927,4318,0,0,30,30,30,30,30,30,29,30,77,70,77,75,25,70,30,25,1,1,5,7,75,85,53,50
2646,https://github.com/vercel/swr,https://github.com/sindresorhus/type-fest,0.10541314479,0.89458685521,3446,1957,1246,574,30973,14816,155,162,213,52,30973,14816,1927,2157,0,0,30,30,30,30,30,30,29,0,77,45,77,70,25,30,30,20,1,1,5,1,75,70,53,50
