id,project_a,project_b,weight_a,weight_b,project_a_age_days,project_a_days_since_update,project_a_forks,project_a_stars,project_a_open_issues,project_a_size,project_a_subscribers_count,project_a_forks_ratio,project_a_stars_ratio,project_a_size_ratio,project_b_age_days,project_b_days_since_update,project_b_forks,project_b_stars,project_b_open_issues,project_b_size,project_b_subscribers_count,project_b_forks_ratio,project_b_stars_ratio,project_b_size_ratio
662,https://github.com/reactivex/rxjs,https://github.com/ajv-validator/ajv,0.01191327138,0.98808672862,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
663,https://github.com/reactivex/rxjs,https://github.com/pandas-dev/pandas,0.01823486506,0.98176513494,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,5277,0,18185,44463,3707,365177,1111,0.4089917459460675,0.12175739435944762,0.04979776930091435
664,https://github.com/reactivex/rxjs,https://github.com/jedisct1/go-minisign,0.06622516556,0.93377483444,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,2577,42,12,113,1,83,5,0.10619469026548672,1.3614457831325302,0.14457831325301204
665,https://github.com/reactivex/rxjs,https://github.com/formatjs/formatjs,0.2,0.8,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,3937,0,1365,14375,29,62376,131,0.09495652173913044,0.23045722713864306,0.02188341669873028
667,https://github.com/reactivex/rxjs,https://github.com/humanwhocodes/object-schema,0.04163197336,0.95836802664,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306
668,https://github.com/reactivex/rxjs,https://github.com/mmcloughlin/addchain,0.00497512438,0.99502487562,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,1830,35,14,188,30,441,7,0.07446808510638298,0.42630385487528344,0.031746031746031744
669,https://github.com/reactivex/rxjs,https://github.com/kaelzhang/node-ignore,0.9615384615,0.0384615385,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,4173,3,46,458,4,386,10,0.10043668122270742,1.1865284974093264,0.11917098445595854
670,https://github.com/reactivex/rxjs,https://github.com/browserslist/browserslist,0.0630517024,0.9369482976,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,3704,0,720,13135,42,4360,140,0.05481537875904073,3.0126146788990824,0.1651376146788991
672,https://github.com/reactivex/rxjs,https://github.com/numpy/numpy,0.00075276264,0.99924723736,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,5256,0,10389,28711,2182,153256,598,0.3618473755703389,0.18734013676462913,0.0677885368272694
673,https://github.com/reactivex/rxjs,https://github.com/cssnano/cssnano,0.5263157895,0.4736842105,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
674,https://github.com/reactivex/rxjs,https://github.com/pytest-dev/pytest,0.00743494424,0.99256505576,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948
675,https://github.com/reactivex/rxjs,https://github.com/emotion-js/emotion,0.01075037626,0.98924962374,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
676,https://github.com/reactivex/rxjs,https://github.com/epoberezkin/fast-deep-equal,0.08223684211,0.91776315789,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,2789,1,106,1932,34,102,14,0.054865424430641824,18.941176470588236,1.0392156862745099
678,https://github.com/reactivex/rxjs,https://github.com/prettier/prettier,0.0049000392,0.9950999608,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,2987,0,4458,49875,1432,145124,420,0.08938345864661654,0.34367161875361757,0.030718557922879745
682,https://github.com/reactivex/rxjs,https://github.com/heim-rs/darwin-libproc,0.9259259259,0.0740740741,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,2000,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074
684,https://github.com/reactivex/rxjs,https://github.com/postcss/postcss,0.04488330341,0.95511669659,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227,4149,0,1570,28625,24,10792,506,0.054847161572052404,2.652427724240178,0.1454781319495923
685,https://github.com/webreflection/flatted,https://github.com/vuejs/vue,0.03006675683,0.96993324317,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4207,0,33718,208298,602,32152,5854,0.16187385380560543,6.4785394376710626,1.0487061458074147
687,https://github.com/webreflection/flatted,https://github.com/level/levelup,0.88256726255,0.11743273745,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4556,21,267,4085,0,5894,91,0.06536107711138311,0.6930777061418392,0.04530030539531727
688,https://github.com/webreflection/flatted,https://github.com/debug-js/debug,0.70573693096,0.29426306904,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
689,https://github.com/webreflection/flatted,https://github.com/babel/babel,0.0097668313,0.9902331687,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
690,https://github.com/webreflection/flatted,https://github.com/webpack/webpack,0.00898368741,0.99101631259,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4713,0,8932,64999,262,66958,1456,0.1374174987307497,0.9707428537292034,0.13339705487021716
691,https://github.com/webreflection/flatted,https://github.com/gulpjs/gulp,0.14469936313,0.85530063687,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4232,0,4219,33056,34,1118,1025,0.12763189738625363,29.567084078711986,3.7737030411449015
693,https://github.com/webreflection/flatted,https://github.com/reactivex/rxjs,0.9836065574,0.0163934426,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227
695,https://github.com/webreflection/flatted,https://github.com/mikemcl/bignumber.js,0.77519679435,0.22480320565,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4469,0,742,6758,24,4784,83,0.10979579757324652,1.4126254180602007,0.15510033444816054
697,https://github.com/webreflection/flatted,https://github.com/go-task/slim-sprig,0.86255028148,0.13744971852,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2052,7,15,64,9,543,4,0.234375,0.11786372007366483,0.027624309392265192
698,https://github.com/webreflection/flatted,https://github.com/electron/electron,0.21274461874,0.78725538126,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4315,0,15779,115327,977,162468,2827,0.13681965194620513,0.7098444001280252,0.09712066376147918
699,https://github.com/webreflection/flatted,https://github.com/gregberge/svgr,0.37861903385,0.62138096615,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
700,https://github.com/webreflection/flatted,https://github.com/emotion-js/emotion,0.50675490517,0.49324509483,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
702,https://github.com/webreflection/flatted,https://github.com/pnpm/cmd-shim,0.43689280903,0.56310719097,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3108,594,11,14,7,805,5,0.7857142857142857,0.017391304347826087,0.013664596273291925
703,https://github.com/webreflection/flatted,https://github.com/coinbase/coinbase-wallet-sdk,0.07322654462,0.92677345538,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
704,https://github.com/webreflection/flatted,https://github.com/swc-project/swc,0.54340569117,0.45659430883,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2600,0,1253,31575,429,365426,153,0.039683293745051466,0.08640600285693957,0.003428874792707689
705,https://github.com/webreflection/flatted,https://github.com/bradfitz/iter,0.01402524544,0.98597475456,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4028,66,12,298,0,3,5,0.040268456375838924,99.33333333333333,4.0
707,https://github.com/webreflection/flatted,https://github.com/eslint/eslint,0.01746305302,0.98253694698,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4236,0,4636,25515,93,43460,316,0.1816970409563002,0.5870915784629545,0.10667280257708238
708,https://github.com/webreflection/flatted,https://github.com/sheetjs/js-crc32,0.8163000571,0.1836999429,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3884,23,37,345,2,22367,10,0.1072463768115942,0.015424509321768677,0.0016542227388563508
709,https://github.com/webreflection/flatted,https://github.com/dcodeio/long.js,0.04515043128,0.95484956872,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
710,https://github.com/webreflection/flatted,https://github.com/qix-/color-convert,0.420984456,0.579015544,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4987,0,96,754,17,152,12,0.1273209549071618,4.9605263157894735,0.631578947368421
711,https://github.com/webreflection/flatted,https://github.com/mafintosh/pump,0.04195500287,0.95804499713,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4190,27,59,910,17,34,7,0.06483516483516484,26.764705882352942,1.7352941176470589
712,https://github.com/webreflection/flatted,https://github.com/prettier/prettier,0.09833853722,0.90166146278,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2987,0,4458,49875,1432,145124,420,0.08938345864661654,0.34367161875361757,0.030718557922879745
714,https://github.com/webreflection/flatted,https://github.com/facebook/react,0.68570563698,0.31429436302,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4272,0,47467,231945,970,710916,6635,0.2046476535385544,0.3262621744341104,0.06676878843632722
715,https://github.com/webreflection/flatted,https://github.com/cssnano/cssnano,0.82574729617,0.17425270383,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
716,https://github.com/webreflection/flatted,https://github.com/salesforce/tough-cookie,0.05005325555,0.94994674445,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4855,4,229,985,19,2243,50,0.23248730964467004,0.4391440035666518,0.10209540793580027
717,https://github.com/webreflection/flatted,https://github.com/heim-rs/darwin-libproc,0.97975908996,0.02024091004,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2000,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074
718,https://github.com/webreflection/flatted,https://github.com/immerjs/immer,0.83002844161,0.16997155839,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071
720,https://github.com/webreflection/flatted,https://github.com/lukeed/polka,0.65522308812,0.34477691188,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2600,4,173,5443,28,768,69,0.03178394267866985,7.087239583333333,0.22526041666666666
721,https://github.com/webreflection/flatted,https://github.com/pytest-dev/pytest,0.28600767454,0.71399232546,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3520,0,2735,12374,917,35233,195,0.22102796185550347,0.35120483637498934,0.07762608917775948
723,https://github.com/webreflection/flatted,https://github.com/pion/webrtc,0.56060829573,0.43939170427,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2452,0,1683,14218,92,5361,260,0.11837107891405262,2.6521171423241934,0.3139339675433688
724,https://github.com/webreflection/flatted,https://github.com/postcss/postcss,0.39862682018,0.60137317982,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4149,0,1570,28625,24,10792,506,0.054847161572052404,2.652427724240178,0.1454781319495923
725,https://github.com/webreflection/flatted,https://github.com/ajv-validator/ajv,0.41368930398,0.58631069602,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
726,https://github.com/webreflection/flatted,https://github.com/mozilla/source-map,0.67046389555,0.32953610445,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4959,0,362,3587,64,7514,70,0.10091998884862002,0.47737556561085975,0.04817673675805164
727,https://github.com/webreflection/flatted,https://github.com/browserslist/browserslist,0.5491184281,0.4508815719,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3704,0,720,13135,42,4360,140,0.05481537875904073,3.0126146788990824,0.1651376146788991
729,https://github.com/webreflection/flatted,https://github.com/node-fetch/node-fetch,0.84306302842,0.15693697158,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3661,3,1037,8824,211,1268,89,0.11752039891205802,6.958990536277603,0.8178233438485805
731,https://github.com/webreflection/flatted,https://github.com/clap-rs/clap,0.5228812097,0.4771187903,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3630,0,1072,14677,344,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
732,https://github.com/webreflection/flatted,https://github.com/tokio-rs/tokio,0.04978526152,0.95021473848,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3068,0,2550,27815,329,14262,315,0.09167715261549524,1.950287477212172,0.1787968026924695
733,https://github.com/webreflection/flatted,https://github.com/rich-harris/magic-string,0.89279209005,0.10720790995,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3744,5,115,2448,30,1260,15,0.046977124183006536,1.9428571428571428,0.09126984126984126
734,https://github.com/webreflection/flatted,https://github.com/axios/axios,0.53770081904,0.46229918096,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3821,0,11002,106235,667,17726,1186,0.10356285593260225,5.993173868893152,0.6206702019632179
736,https://github.com/webreflection/flatted,https://github.com/webdriverio/webdriverio,0.74286538332,0.25713461668,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4905,0,2534,9161,223,355273,215,0.27660735727540664,0.025785804156240412,0.007132543142878856
738,https://github.com/webreflection/flatted,https://github.com/vweevers/module-error,0.7799196787,0.2200803213,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,1200,152,1,6,3,23,1,0.16666666666666666,0.2608695652173913,0.043478260869565216
739,https://github.com/webreflection/flatted,https://github.com/colorjs/color-name,0.8900091659,0.1099908341,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3724,14,30,119,0,20,3,0.25210084033613445,5.95,1.5
740,https://github.com/webreflection/flatted,https://github.com/vercel/swr,0.3949855134,0.6050144866,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,1924,0,1244,30956,154,3415,211,0.04018607055175087,9.064714494875549,0.3642752562225476
741,https://github.com/webreflection/flatted,https://github.com/walletconnect/walletconnect-monorepo,0.9986577181,0.0013422819,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2352,1,733,1495,65,94117,73,0.4903010033444816,0.015884484205828914,0.007788178543727488
742,https://github.com/webreflection/flatted,https://github.com/import-js/eslint-plugin-import,0.55231517163,0.44768482837,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254
744,https://github.com/webreflection/flatted,https://github.com/boa-dev/boa,0.74206032283,0.25793967717,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
746,https://github.com/webreflection/flatted,https://github.com/pandas-dev/pandas,0.03168300177,0.96831699823,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,5277,0,18185,44463,3707,365177,1111,0.4089917459460675,0.12175739435944762,0.04979776930091435
748,https://github.com/webreflection/flatted,https://github.com/nodeca/js-yaml,0.9221789883,0.0778210117,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,4872,0,776,6351,66,3777,75,0.12218548260116517,1.681493248610008,0.20545406407201483
749,https://github.com/webreflection/flatted,https://github.com/vitest-dev/vitest,0.8163030999,0.1836969001,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,1157,0,1255,13687,359,39628,52,0.09169284722729597,0.3453871000302816,0.031669526597355405
750,https://github.com/webreflection/flatted,https://github.com/fastify/fastify,0.9699863574,0.0300136426,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,3049,0,2343,32905,87,8811,300,0.07120498404497796,3.7345363749858134,0.26591760299625467
751,https://github.com/webreflection/flatted,https://github.com/biomejs/biome,0.2111045131,0.7888954869,2475,6,49,1059,2,842,10,0.04627006610009443,1.2577197149643706,0.05819477434679335,556,0,524,16770,225,210940,52,0.031246273106738224,0.07950127998482981,0.0024841187067412536
752,https://github.com/xtuc/webassemblyjs,https://github.com/vuejs/vue,0.16634357456,0.83365642544,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4207,0,33718,208298,602,32152,5854,0.16187385380560543,6.4785394376710626,1.0487061458074147
753,https://github.com/xtuc/webassemblyjs,https://github.com/redux-saga/redux-saga,0.58269653527,0.41730346473,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,3353,0,1967,22536,40,9473,249,0.08728257011004614,2.378971814631057,0.20764277420035893
754,https://github.com/xtuc/webassemblyjs,https://github.com/level/levelup,0.93569818897,0.06430181103,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4556,21,267,4085,0,5894,91,0.06536107711138311,0.6930777061418392,0.04530030539531727
755,https://github.com/xtuc/webassemblyjs,https://github.com/debug-js/debug,0.8839858446,0.1160141554,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
758,https://github.com/xtuc/webassemblyjs,https://github.com/webpack/webpack,0.02082980907,0.97917019093,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4713,0,8932,64999,262,66958,1456,0.1374174987307497,0.9707428537292034,0.13339705487021716
759,https://github.com/xtuc/webassemblyjs,https://github.com/gulpjs/gulp,0.26193059971,0.73806940029,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4232,0,4219,33056,34,1118,1025,0.12763189738625363,29.567084078711986,3.7737030411449015
761,https://github.com/xtuc/webassemblyjs,https://github.com/reactivex/rxjs,0.989626556,0.010373444,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227
763,https://github.com/xtuc/webassemblyjs,https://github.com/mikemcl/bignumber.js,0.65075954895,0.34924045105,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4469,0,742,6758,24,4784,83,0.10979579757324652,1.4126254180602007,0.15510033444816054
764,https://github.com/xtuc/webassemblyjs,https://github.com/marak/colors.js,0.87320476,0.12679524,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,5351,4,450,5177,90,380,53,0.08692292833687464,13.623684210526315,1.1842105263157894
767,https://github.com/xtuc/webassemblyjs,https://github.com/gregberge/svgr,0.4375614227,0.5624385773,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
768,https://github.com/xtuc/webassemblyjs,https://github.com/emotion-js/emotion,0.8757486393,0.1242513607,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
769,https://github.com/xtuc/webassemblyjs,https://github.com/chzyer/readline,0.9936183791,0.0063816209,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
770,https://github.com/xtuc/webassemblyjs,https://github.com/pnpm/cmd-shim,0.81181317043,0.18818682957,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,3108,594,11,14,7,805,5,0.7857142857142857,0.017391304347826087,0.013664596273291925
771,https://github.com/xtuc/webassemblyjs,https://github.com/wooorm/markdown-table,0.5583563639,0.4416436361,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,3774,0,24,275,0,130,7,0.08727272727272728,2.1153846153846154,0.18461538461538463
772,https://github.com/xtuc/webassemblyjs,https://github.com/coinbase/coinbase-wallet-sdk,0.04005688552,0.95994311448,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
774,https://github.com/xtuc/webassemblyjs,https://github.com/bradfitz/iter,0.00745643062,0.99254356938,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4028,66,12,298,0,3,5,0.040268456375838924,99.33333333333333,4.0
775,https://github.com/xtuc/webassemblyjs,https://github.com/sindresorhus/type-fest,0.4487579018,0.5512420982,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,2154,0,572,14805,163,1957,52,0.03863559608240459,7.565150740929995,0.2922841083290751
776,https://github.com/xtuc/webassemblyjs,https://github.com/eslint/eslint,0.04042635257,0.95957364743,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4236,0,4636,25515,93,43460,316,0.1816970409563002,0.5870915784629545,0.10667280257708238
778,https://github.com/xtuc/webassemblyjs,https://github.com/dcodeio/long.js,0.1559951252,0.8440048748,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
779,https://github.com/xtuc/webassemblyjs,https://github.com/qix-/color-convert,0.7882520133,0.2117479867,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4987,0,96,754,17,152,12,0.1273209549071618,4.9605263157894735,0.631578947368421
780,https://github.com/xtuc/webassemblyjs,https://github.com/mafintosh/pump,0.05474584636,0.94525415364,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,4190,27,59,910,17,34,7,0.06483516483516484,26.764705882352942,1.7352941176470589
781,https://github.com/xtuc/webassemblyjs,https://github.com/prettier/prettier,0.6816878329,0.3183121671,2618,5,92,794,77,6436,10,0.11586901763224182,0.12336855189558732,0.014294592914853946,2987,0,4458,49875,1432,145124,420,0.08938345864661654,0.34367161875361757,0.030718557922879745
783,https://github.com/rollup/rollup,https://github.com/level/levelup,0.97078525674,0.02921474326,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4556,21,267,4085,0,5894,91,0.06536107711138311,0.6930777061418392,0.04530030539531727
784,https://github.com/rollup/rollup,https://github.com/debug-js/debug,0.85322128337,0.14677871663,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
785,https://github.com/rollup/rollup,https://github.com/babel/babel,0.05840825368,0.94159174632,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
787,https://github.com/rollup/rollup,https://github.com/mochajs/mocha,0.30512450971,0.69487549029,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,5081,0,3012,22695,194,26733,398,0.13271645736946464,0.8489507350465717,0.112669734036584
789,https://github.com/rollup/rollup,https://github.com/mikemcl/bignumber.js,0.90195584557,0.09804415443,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4469,0,742,6758,24,4784,83,0.10979579757324652,1.4126254180602007,0.15510033444816054
792,https://github.com/rollup/rollup,https://github.com/electron/electron,0.51788903923,0.48211096077,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4315,0,15779,115327,977,162468,2827,0.13681965194620513,0.7098444001280252,0.09712066376147918
793,https://github.com/rollup/rollup,https://github.com/gregberge/svgr,0.76294798417,0.23705201583,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
794,https://github.com/rollup/rollup,https://github.com/emotion-js/emotion,0.57715687678,0.42284312322,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
796,https://github.com/rollup/rollup,https://github.com/pnpm/cmd-shim,0.45861045523,0.54138954477,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,3108,594,11,14,7,805,5,0.7857142857142857,0.017391304347826087,0.013664596273291925
797,https://github.com/rollup/rollup,https://github.com/coinbase/coinbase-wallet-sdk,0.20121201115,0.79878798886,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
798,https://github.com/rollup/rollup,https://github.com/bradfitz/iter,0.1037807259,0.8962192741,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4028,66,12,298,0,3,5,0.040268456375838924,99.33333333333333,4.0
800,https://github.com/rollup/rollup,https://github.com/dcodeio/long.js,0.13854181834,0.86145818166,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
801,https://github.com/rollup/rollup,https://github.com/qix-/color-convert,0.58978324565,0.41021675435,3552,0,1549,25563,580,31257,255,0.06059539177717795,0.8178328054515789,0.04955689925456698,4987,0,96,754,17,152,12,0.1273209549071618,4.9605263157894735,0.631578947368421
